index,viewed,gender,grade,nevents,ndays_act,nplay_video,nchapters,age,votes,num_words,true class,SVM prediction,SVM anchor,SVM precision,SVM coverage,MLP prediction,MLP anchor,MLP precision,MLP coverage
315,1.0,1.0,0.0,102.0,1.0,7.0,3.0,24.0,0.0,77.0,?,fail,,0.9900990099009901,1,fail,nevents <= 205.00,1.0,0.7431
316,1.0,0.0,0.0,16.0,2.0,197757.0,2.0,20.0,3.0,49.0,?,fail,,0.9702970297029703,1,fail,nevents <= 24.00,1.0,0.5118
317,1.0,1.0,0.0,182.0,1.0,19.0,3.0,20.0,0.0,136.0,?,fail,,0.9900990099009901,1,fail,,0.9603960396039604,1
318,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,27.0,0.0,77.0,?,fail,,0.9801980198019802,1,fail,,0.9702970297029703,1
319,1.0,1.0,0.0,157.0,6.0,28.0,2.0,23.0,1.0,12.0,?,fail,,0.9900990099009901,1,fail,nevents <= 205.00,0.9942528735632183,0.7547
320,1.0,1.0,0.01,1104.0,13.0,101.0,3.0,27.0,1.0,139.0,?,fail,,0.9900990099009901,1,fail,nchapters <= 3.00,1.0,0.8505
321,0.0,1.0,0.0,2.0,1.0,197757.0,0.0,29.0,1.0,28.0,?,fail,,0.9801980198019802,1,fail,,0.9603960396039604,1
322,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,26.0,0.0,313.0,?,fail,,0.9801980198019802,1,fail,,0.9603960396039604,1
323,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,20.0,0.0,29.0,?,fail,,0.9603960396039604,1,fail,,0.9603960396039604,1
324,1.0,1.0,0.79,11461.0,96.0,1062.0,18.0,23.0,3.0,204.0,?,pass,grade > 0.00 AND nevents > 205.00 AND nchapters > 3.00 AND 21.00 < age <= 25.00 AND ndays_act > 5.00 AND viewed = viewed AND num_words > 23.00 AND nplay_video <= 197757.00,0.07927927927927927,0.0241,pass,nevents > 205.00 AND nplay_video > 362.00 AND nchapters > 3.00 AND ndays_act > 5.00 AND viewed = viewed AND grade > 0.00,0.294543063773833,0.036
325,1.0,1.0,0.0,25.0,1.0,2.0,1.0,20.0,0.0,91.0,?,fail,,1.0,1,fail,,0.9702970297029703,1
326,1.0,1.0,0.0,25.0,2.0,8.0,2.0,26.0,0.0,72.0,?,fail,,0.9900990099009901,1,fail,nevents <= 205.00,1.0,0.7509
327,1.0,1.0,0.0,20.0,1.0,2.0,1.0,22.0,0.0,36.0,?,fail,,0.9900990099009901,1,fail,,0.9603960396039604,1
328,0.0,0.0,0.0,0.0,4.0,197757.0,0.0,20.0,0.0,24.0,?,fail,,1.0,1,fail,nevents <= 2.00,1.0,0.3083
329,1.0,1.0,0.0,142.0,10.0,9.0,3.0,28.0,1.0,241.0,?,fail,,1.0,1,fail,,0.9702970297029703,1
330,0.0,0.0,0.0,2.0,1.0,197757.0,0.0,19.0,0.0,62.0,?,fail,,0.9900990099009901,1,fail,,0.9801980198019802,1
331,0.0,0.0,0.0,1.0,1.0,197757.0,0.0,21.0,1.0,180.0,?,fail,,0.9900990099009901,1,fail,,0.9900990099009901,1
332,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,33.0,0.0,198.0,?,fail,nevents <= 2.00,1.0,0.3002,fail,nevents <= 2.00,1.0,0.3068
333,0.0,1.0,0.0,2.0,1.0,197757.0,0.0,20.0,0.0,50.0,?,fail,,1.0,1,fail,,0.9702970297029703,1
334,1.0,0.0,0.0,418.0,9.0,39.0,2.0,38.0,0.0,10.0,?,fail,,0.9603960396039604,1,fail,nchapters <= 3.00,0.9891304347826086,0.8448
335,1.0,1.0,0.0,140.0,5.0,7.0,2.0,67.0,0.0,60.0,?,fail,,0.9900990099009901,1,fail,nevents <= 205.00,1.0,0.7509
336,1.0,1.0,0.0,237.0,8.0,12.0,5.0,25.0,1.0,85.0,?,fail,,0.9900990099009901,1,fail,,0.9801980198019802,1
337,1.0,1.0,0.0,52.0,3.0,4.0,2.0,22.0,1.0,114.0,?,fail,,1.0,1,fail,nevents <= 205.00,1.0,0.7532
338,0.0,1.0,0.0,0.0,1.0,197757.0,0.0,52.0,0.0,31.0,?,fail,,0.9801980198019802,1,fail,,0.9702970297029703,1
339,1.0,1.0,0.0,139.0,2.0,16.0,3.0,25.0,9.0,24.0,?,fail,,0.9801980198019802,1,fail,nevents <= 205.00,1.0,0.7516
340,1.0,1.0,0.01,438.0,3.0,58.0,3.0,22.0,0.0,79.0,?,fail,,0.9801980198019802,1,fail,nchapters <= 3.00,0.988950276243094,0.8412
341,0.0,1.0,0.0,5.0,1.0,197757.0,0.0,19.0,1.0,14.0,?,fail,,0.9603960396039604,1,fail,nevents <= 24.00,1.0,0.4997
342,1.0,1.0,0.0,40.0,2.0,4.0,2.0,28.0,3.0,644.0,?,fail,,0.9801980198019802,1,fail,,0.9801980198019802,1
343,1.0,1.0,0.0,140.0,1.0,65.0,2.0,0.0,2.0,74.0,?,fail,,0.9801980198019802,1,fail,,0.9603960396039604,1
344,1.0,0.0,0.0,157.0,5.0,30.0,2.0,25.0,0.0,11.0,?,fail,,0.9900990099009901,1,fail,nevents <= 205.00,1.0,0.7498
345,0.0,1.0,0.0,0.0,0.0,197757.0,0.0,23.0,0.0,184.0,?,fail,,0.9603960396039604,1,fail,nevents <= 2.00,1.0,0.3058
346,1.0,1.0,0.03,1516.0,11.0,78.0,3.0,32.0,0.0,51.0,?,fail,,0.9900990099009901,1,fail,,0.9702970297029703,1
347,1.0,1.0,0.5,1668.0,12.0,46.0,7.0,24.0,1.0,67.0,?,fail,,0.9702970297029703,1,fail,,0.9801980198019802,1
348,1.0,0.0,0.0,31.0,3.0,6.0,1.0,41.0,0.0,7.0,?,fail,,0.9900990099009901,1,fail,,0.9603960396039604,1
349,1.0,1.0,0.01,1028.0,15.0,257.0,3.0,24.0,0.0,42.0,?,fail,,0.9900990099009901,1,fail,votes <= 0.00,0.9595588235294118,0.6938
350,1.0,1.0,0.0,11.0,1.0,4.0,1.0,24.0,2.0,143.0,?,fail,,1.0,1,fail,nevents <= 24.00,1.0,0.4931
351,1.0,2.0,0.0,49.0,2.0,6.0,3.0,25.0,1.0,17.0,?,fail,,1.0,1,fail,,0.9702970297029703,1
352,0.0,1.0,0.0,0.0,0.0,197757.0,0.0,19.0,0.0,20.0,?,fail,,0.9702970297029703,1,fail,nevents <= 2.00,1.0,0.3156
353,1.0,1.0,0.0,53.0,1.0,13.0,2.0,27.0,0.0,13.0,?,fail,,0.9801980198019802,1,fail,nevents <= 205.00,0.9961832061068703,0.7528
354,0.0,0.0,0.0,2.0,1.0,197757.0,0.0,22.0,0.0,56.0,?,fail,,0.9702970297029703,1,fail,nevents <= 205.00,1.0,0.7563
355,0.0,0.0,0.0,1.0,1.0,197757.0,0.0,28.0,0.0,443.0,?,fail,,0.9702970297029703,1,fail,viewed = not viewed,1.0,0.3774
356,1.0,0.0,0.0,9.0,3.0,1.0,1.0,23.0,1.0,303.0,?,fail,,0.9900990099009901,1,fail,nchapters <= 3.00,1.0,0.8468
357,1.0,1.0,0.0,105.0,1.0,9.0,4.0,26.0,1.0,48.0,?,fail,,0.9900990099009901,1,fail,,0.9603960396039604,1
358,1.0,1.0,0.0,138.0,1.0,4.0,2.0,19.0,1.0,119.0,?,fail,,0.9900990099009901,1,fail,,0.9702970297029703,1
359,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,32.0,0.0,69.0,?,fail,,0.9801980198019802,1,fail,,0.9801980198019802,1
360,1.0,1.0,0.0,250.0,3.0,79.0,2.0,45.0,0.0,38.0,?,fail,,0.9702970297029703,1,fail,,0.9702970297029703,1
361,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,24.0,0.0,123.0,?,fail,,0.9801980198019802,1,fail,nevents <= 2.00,1.0,0.2997
362,1.0,1.0,0.01,270.0,3.0,27.0,3.0,28.0,0.0,370.0,?,fail,,0.9801980198019802,1,fail,,0.9702970297029703,1
363,0.0,1.0,0.0,23.0,1.0,197757.0,0.0,17.0,0.0,55.0,?,fail,,0.9900990099009901,1,fail,,0.9801980198019802,1
364,1.0,1.0,0.06,1288.0,10.0,9.0,6.0,16.0,0.0,211.0,?,fail,,1.0,1,fail,,0.9702970297029703,1
365,1.0,0.0,0.01,526.0,11.0,103.0,3.0,25.0,0.0,3.0,?,fail,,0.9900990099009901,1,fail,nplay_video <= 362.00,0.967741935483871,0.503
366,1.0,1.0,0.0,91.0,4.0,197757.0,2.0,28.0,2.0,28.0,?,fail,,0.9900990099009901,1,fail,,0.9702970297029703,1
367,1.0,1.0,0.0,5.0,1.0,1.0,1.0,38.0,0.0,8.0,?,fail,,0.9900990099009901,1,fail,,0.9603960396039604,1
368,1.0,1.0,0.0,539.0,3.0,39.0,2.0,19.0,0.0,82.0,?,fail,,0.9900990099009901,1,fail,ndays_act <= 5.00,0.9833333333333333,0.7897
369,1.0,1.0,0.05,2140.0,18.0,87.0,4.0,32.0,1.0,27.0,?,fail,,0.9801980198019802,1,fail,age > 21.00,0.974169741697417,0.7217
370,1.0,1.0,0.0,87.0,3.0,11.0,2.0,23.0,0.0,56.0,?,fail,,0.9900990099009901,1,fail,,0.9900990099009901,1
371,1.0,1.0,0.01,597.0,8.0,144.0,3.0,24.0,0.0,73.0,?,fail,,1.0,1,fail,,0.9801980198019802,1
372,1.0,1.0,0.0,90.0,1.0,25.0,2.0,16.0,0.0,34.0,?,fail,,0.9900990099009901,1,fail,nevents <= 205.00,1.0,0.7472
373,1.0,1.0,0.0,987.0,7.0,329.0,2.0,21.0,3.0,48.0,?,fail,,1.0,1,fail,,0.9900990099009901,1
374,0.0,1.0,0.0,0.0,0.0,197757.0,0.0,31.0,1.0,111.0,?,fail,,0.9900990099009901,1,fail,,0.9603960396039604,1
375,1.0,1.0,0.0,2.0,1.0,197757.0,1.0,27.0,0.0,88.0,?,fail,,0.9801980198019802,1,fail,,0.9801980198019802,1
376,0.0,0.0,0.0,0.0,1.0,197757.0,0.0,19.0,0.0,90.0,?,fail,,0.9702970297029703,1,fail,,0.9900990099009901,1
377,0.0,1.0,0.0,0.0,0.0,197757.0,0.0,19.0,0.0,60.0,?,fail,,0.9900990099009901,1,fail,,0.9801980198019802,1
378,0.0,1.0,0.0,3.0,1.0,197757.0,0.0,25.0,2.0,327.0,?,fail,,0.9900990099009901,1,fail,,0.9900990099009901,1
379,1.0,1.0,0.0,58.0,1.0,8.0,2.0,38.0,0.0,20.0,?,fail,,1.0,1,fail,,0.9801980198019802,1
380,1.0,1.0,0.0,19.0,2.0,6.0,2.0,25.0,0.0,16.0,?,fail,,0.9900990099009901,1,fail,,0.9603960396039604,1
381,1.0,0.0,0.01,639.0,4.0,149.0,3.0,21.0,0.0,28.0,?,fail,,0.9900990099009901,1,fail,,0.9801980198019802,1
382,1.0,1.0,0.06,2931.0,26.0,369.0,6.0,22.0,0.0,26.0,?,fail,,0.9900990099009901,1,fail,,0.9603960396039604,1
383,1.0,1.0,0.16,1172.0,7.0,7.0,7.0,29.0,0.0,169.0,?,fail,,0.9900990099009901,1,fail,,0.9603960396039604,1
384,1.0,1.0,0.0,32.0,2.0,3.0,3.0,19.0,0.0,11.0,?,fail,,0.9801980198019802,1,fail,,0.9801980198019802,1
385,1.0,2.0,0.03,103.0,3.0,2.0,3.0,25.0,0.0,3.0,?,fail,,1.0,1,fail,,0.9702970297029703,1
386,1.0,1.0,0.93,4770.0,59.0,150.0,17.0,20.0,0.0,24.0,?,fail,,0.9702970297029703,1,pass,nevents > 205.00 AND nplay_video > 20.00 AND age <= 21.00 AND gender = f AND num_words > 23.00 AND nchapters > 3.00 AND ndays_act > 5.00 AND grade > 0.00,0.2886002886002886,0.0172
387,1.0,1.0,0.0,16.0,2.0,2.0,1.0,18.0,0.0,89.0,?,fail,,0.9801980198019802,1,fail,,0.9702970297029703,1
388,0.0,1.0,0.0,2.0,1.0,197757.0,0.0,34.0,0.0,5.0,?,fail,,1.0,1,fail,,0.9603960396039604,1
389,1.0,1.0,0.0,30.0,2.0,3.0,2.0,38.0,0.0,64.0,?,fail,,0.9801980198019802,1,fail,,0.9702970297029703,1
390,1.0,1.0,0.0,44.0,1.0,8.0,3.0,26.0,1.0,67.0,?,fail,,0.9801980198019802,1,fail,nevents <= 205.00,1.0,0.742
391,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,21.0,0.0,522.0,?,fail,,0.9900990099009901,1,fail,,0.9603960396039604,1
392,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,20.0,0.0,22.0,?,fail,,0.9801980198019802,1,fail,grade <= 0.00,1.0,0.8062
393,1.0,0.0,0.0,150.0,3.0,21.0,2.0,40.0,0.0,74.0,?,fail,,0.9900990099009901,1,fail,gender = m,1.0,0.1369
394,0.0,1.0,0.0,4.0,1.0,197757.0,0.0,25.0,0.0,22.0,?,fail,,1.0,1,fail,,0.9801980198019802,1
395,1.0,1.0,0.0,90.0,2.0,12.0,2.0,24.0,0.0,69.0,?,fail,,0.9900990099009901,1,fail,,0.9603960396039604,1
396,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,32.0,0.0,26.0,?,fail,,0.9603960396039604,1,fail,nevents <= 2.00,1.0,0.309
397,1.0,1.0,0.0,6.0,1.0,2.0,1.0,16.0,0.0,10.0,?,fail,,0.9900990099009901,1,fail,nevents <= 205.00,1.0,0.7529
398,1.0,2.0,0.0,10.0,1.0,2.0,1.0,25.0,1.0,32.0,?,fail,,0.9900990099009901,1,fail,,0.9603960396039604,1
399,1.0,1.0,0.0,1293.0,10.0,185.0,14.0,22.0,0.0,0.0,?,fail,,0.9801980198019802,1,fail,votes <= 1.00,0.9751243781094527,0.8697
400,1.0,0.0,0.0,8.0,1.0,2.0,1.0,24.0,0.0,22.0,?,fail,,0.9900990099009901,1,fail,,0.9801980198019802,1
401,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,32.0,-4.0,91.0,?,fail,,0.9702970297029703,1,fail,nevents <= 2.00,1.0,0.3127
402,1.0,1.0,0.0,149.0,1.0,68.0,3.0,16.0,2.0,406.0,?,fail,,1.0,1,fail,,0.9702970297029703,1
403,1.0,1.0,0.01,352.0,2.0,49.0,2.0,34.0,2.0,113.0,?,fail,,0.9900990099009901,1,fail,votes > 1.00,0.9850746268656716,0.1291
404,1.0,1.0,0.0,112.0,3.0,28.0,1.0,34.0,0.0,69.0,?,fail,,0.9801980198019802,1,fail,,0.9801980198019802,1
405,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,22.0,0.0,24.0,?,fail,,0.9702970297029703,1,fail,nevents <= 2.00,1.0,0.3125
406,0.0,1.0,0.0,0.0,0.0,197757.0,0.0,21.0,0.0,12.0,?,fail,,1.0,1,fail,,0.9801980198019802,1
407,1.0,0.0,0.0,13.0,1.0,197757.0,1.0,26.0,0.0,53.0,?,fail,,0.9801980198019802,1,fail,nevents <= 24.00,1.0,0.5002
408,0.0,1.0,0.0,4.0,2.0,197757.0,0.0,24.0,1.0,12.0,?,fail,,0.9900990099009901,1,fail,,0.9603960396039604,1
409,1.0,1.0,0.0,114.0,1.0,13.0,5.0,57.0,0.0,324.0,?,fail,,0.9900990099009901,1,fail,nevents <= 205.00,1.0,0.7573
410,0.0,1.0,0.0,40.0,2.0,197757.0,0.0,28.0,0.0,206.0,?,fail,,0.9900990099009901,1,fail,,0.9603960396039604,1
411,1.0,1.0,0.0,219.0,6.0,61.0,3.0,22.0,0.0,125.0,?,fail,,1.0,1,fail,,0.9702970297029703,1
412,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,22.0,0.0,73.0,?,fail,,0.9900990099009901,1,fail,,0.9702970297029703,1
413,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,18.0,1.0,361.0,?,fail,,0.9702970297029703,1,fail,nevents <= 2.00,1.0,0.3018
414,1.0,1.0,0.01,1925.0,18.0,527.0,4.0,29.0,0.0,18.0,?,fail,,0.9900990099009901,1,fail,age > 21.00,0.9671532846715328,0.7241
415,1.0,1.0,0.0,19.0,1.0,6.0,2.0,37.0,0.0,46.0,?,fail,,1.0,1,fail,grade <= 0.00,1.0,0.8067
416,1.0,1.0,0.0,106.0,3.0,10.0,1.0,22.0,0.0,125.0,?,fail,,0.9801980198019802,1,fail,nevents <= 205.00,1.0,0.7512
417,0.0,1.0,0.0,3.0,1.0,197757.0,0.0,18.0,0.0,5.0,?,fail,,0.9801980198019802,1,fail,nevents <= 24.00,1.0,0.493
418,1.0,1.0,0.51,5085.0,75.0,250.0,18.0,38.0,0.0,48.0,?,fail,,0.9801980198019802,1,pass,nevents > 205.00 AND nchapters > 3.00 AND ndays_act > 5.00 AND grade > 0.00,0.32426778242677823,0.1078
419,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,26.0,0.0,23.0,?,fail,,0.9900990099009901,1,fail,,0.9702970297029703,1
420,0.0,1.0,0.0,2.0,1.0,197757.0,0.0,22.0,0.0,16.0,?,fail,,0.9900990099009901,1,fail,,0.9702970297029703,1
421,0.0,0.0,0.0,2.0,1.0,197757.0,0.0,16.0,0.0,9.0,?,fail,gender = m,1.0,0.1387,fail,,0.9702970297029703,1
422,1.0,1.0,0.0,65.0,5.0,14.0,3.0,32.0,1.0,16.0,?,fail,,1.0,1,fail,,0.9702970297029703,1
423,1.0,1.0,0.0,93.0,7.0,9.0,2.0,20.0,0.0,77.0,?,fail,,0.9801980198019802,1,fail,,0.9801980198019802,1
424,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,19.0,0.0,32.0,?,fail,,0.9900990099009901,1,fail,,0.9702970297029703,1
425,1.0,1.0,0.0,122.0,2.0,12.0,4.0,29.0,0.0,92.0,?,fail,,0.9900990099009901,1,fail,,0.9801980198019802,1
426,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,28.0,0.0,29.0,?,fail,,0.9900990099009901,1,fail,viewed = not viewed,1.0,0.3876
427,0.0,1.0,0.0,7.0,7.0,197757.0,0.0,30.0,0.0,27.0,?,fail,,0.9801980198019802,1,fail,,0.9702970297029703,1
428,1.0,1.0,0.0,87.0,1.0,16.0,4.0,17.0,1.0,99.0,?,fail,,0.9900990099009901,1,fail,nevents <= 205.00,1.0,0.7487
429,1.0,1.0,0.0,80.0,5.0,21.0,2.0,29.0,0.0,1.0,?,fail,,1.0,1,fail,nevents <= 205.00,1.0,0.7481
430,1.0,1.0,0.24,323.0,6.0,10.0,5.0,19.0,0.0,27.0,?,fail,,0.9801980198019802,1,fail,,0.9900990099009901,1
431,0.0,1.0,0.0,2.0,2.0,197757.0,0.0,33.0,0.0,17.0,?,fail,,0.9900990099009901,1,fail,,0.9801980198019802,1
432,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,22.0,0.0,502.0,?,fail,,0.9801980198019802,1,fail,,0.9801980198019802,1
433,1.0,1.0,0.27,3908.0,25.0,170.0,12.0,36.0,0.0,66.0,?,fail,,0.9801980198019802,1,fail,age > 29.00,0.9850746268656716,0.2315
434,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,31.0,1.0,15.0,?,fail,,0.9702970297029703,1,fail,,0.9801980198019802,1
435,1.0,1.0,0.18,8788.0,46.0,963.0,12.0,19.0,0.0,7.0,?,pass,nevents > 205.00 AND nchapters > 3.00 AND ndays_act > 5.00 AND grade > 0.00 AND nplay_video > 362.00,0.09475806451612903,0.038,pass,nevents > 205.00 AND 362.00 < nplay_video <= 197757.00 AND nchapters > 3.00 AND votes <= 0.00 AND gender = f AND age <= 29.00 AND grade > 0.00,0.335149863760218,0.016
436,0.0,0.0,0.0,2.0,2.0,197757.0,0.0,20.0,1.0,42.0,?,fail,,0.9801980198019802,1,fail,nevents <= 2.00,1.0,0.3147
437,1.0,1.0,0.0,1.0,1.0,197757.0,1.0,21.0,1.0,20.0,?,fail,,0.9702970297029703,1,fail,,0.9702970297029703,1
438,1.0,1.0,0.0,9.0,2.0,1.0,1.0,36.0,1.0,46.0,?,fail,,0.9702970297029703,1,fail,,0.9801980198019802,1
439,1.0,0.0,0.71,6308.0,69.0,965.0,17.0,32.0,0.0,61.0,?,fail,,0.9900990099009901,1,pass,nevents > 205.00 AND nplay_video > 362.00 AND nchapters > 3.00 AND grade > 0.00 AND ndays_act > 5.00 AND viewed = viewed AND num_words <= 96.00,0.29563492063492064,0.0274
440,1.0,1.0,0.01,425.0,4.0,44.0,3.0,16.0,0.0,41.0,?,fail,,1.0,1,fail,nchapters <= 3.00,1.0,0.8602
441,1.0,1.0,0.0,205.0,3.0,20.0,1.0,21.0,0.0,40.0,?,fail,,0.9900990099009901,1,fail,,0.9900990099009901,1
442,1.0,1.0,0.01,202.0,5.0,36.0,2.0,18.0,0.0,98.0,?,fail,,0.9900990099009901,1,fail,nevents <= 205.00,1.0,0.7511
443,1.0,1.0,0.0,264.0,4.0,67.0,3.0,18.0,0.0,77.0,?,fail,,0.9900990099009901,1,fail,nchapters <= 3.00,0.9836956521739131,0.8513
444,0.0,1.0,0.0,2.0,1.0,197757.0,0.0,25.0,0.0,23.0,?,fail,,0.9900990099009901,1,fail,,0.9603960396039604,1
445,0.0,1.0,0.0,3.0,2.0,197757.0,0.0,18.0,0.0,841.0,?,fail,,1.0,1,fail,,0.9603960396039604,1
446,0.0,1.0,0.0,0.0,0.0,197757.0,0.0,18.0,1.0,44.0,?,fail,,0.9702970297029703,1,fail,grade <= 0.00,1.0,0.8
447,0.0,1.0,0.0,4.0,1.0,197757.0,0.0,24.0,0.0,27.0,?,fail,,1.0,1,fail,,0.9801980198019802,1
448,1.0,1.0,0.0,17.0,8.0,197757.0,1.0,23.0,0.0,36.0,?,fail,,0.9900990099009901,1,fail,,0.9702970297029703,1
449,1.0,1.0,0.0,146.0,13.0,11.0,1.0,25.0,0.0,57.0,?,fail,,0.9702970297029703,1,fail,nevents <= 205.00,1.0,0.7461
450,1.0,1.0,0.0,11.0,1.0,4.0,2.0,20.0,0.0,62.0,?,fail,,0.9900990099009901,1,fail,nevents <= 24.00,1.0,0.5068
451,1.0,1.0,0.84,9649.0,97.0,1380.0,18.0,25.0,8.0,355.0,?,pass,ndays_act > 5.00 AND grade > 0.00 AND nevents > 205.00 AND nchapters > 1.00,0.0787746170678337,0.1478,pass,nevents > 205.00 AND nplay_video > 362.00 AND num_words > 49.00 AND nchapters > 3.00 AND ndays_act > 5.00 AND grade > 0.00,0.3788546255506608,0.0189
452,1.0,0.0,0.01,864.0,9.0,117.0,3.0,24.0,11.0,70.0,?,fail,,1.0,1,fail,age > 21.00,0.9738805970149254,0.7325
453,1.0,1.0,0.0,75.0,1.0,13.0,3.0,23.0,2.0,17.0,?,fail,,0.9801980198019802,1,fail,,0.9801980198019802,1
454,0.0,0.0,0.0,4.0,3.0,197757.0,0.0,27.0,0.0,72.0,?,fail,,1.0,1,fail,nevents <= 205.00,1.0,0.749
455,1.0,1.0,0.0,226.0,12.0,28.0,2.0,28.0,1.0,131.0,?,fail,,1.0,1,fail,,1.0,1
456,1.0,1.0,0.01,945.0,11.0,126.0,3.0,38.0,1.0,17.0,?,fail,,0.9900990099009901,1,fail,,0.9702970297029703,1
457,1.0,1.0,0.85,4717.0,43.0,770.0,18.0,27.0,2.0,358.0,?,fail,,1.0,1,pass,nevents > 205.00 AND 362.00 < nplay_video <= 197757.00 AND nchapters > 3.00 AND grade > 0.00 AND gender = f AND num_words > 49.00 AND ndays_act > 5.00 AND viewed = viewed,0.2982456140350877,0.0148
458,1.0,1.0,0.0,145.0,1.0,44.0,2.0,24.0,1.0,61.0,?,fail,,0.9801980198019802,1,fail,nevents <= 205.00,1.0,0.7524
459,0.0,1.0,0.0,2.0,2.0,197757.0,0.0,23.0,1.0,180.0,?,fail,,0.9900990099009901,1,fail,nevents <= 2.00,1.0,0.3052
460,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,19.0,0.0,22.0,?,fail,,1.0,1,fail,,0.9900990099009901,1
461,0.0,1.0,0.0,1.0,1.0,197757.0,0.0,48.0,2.0,260.0,?,fail,,1.0,1,fail,ndays_act <= 5.00,1.0,0.7858
462,0.0,1.0,0.0,4.0,1.0,197757.0,0.0,36.0,1.0,44.0,?,fail,,0.9801980198019802,1,fail,nevents <= 24.00,1.0,0.5017
463,1.0,1.0,0.0,280.0,11.0,80.0,3.0,19.0,0.0,0.0,?,fail,,0.9900990099009901,1,fail,,0.9702970297029703,1
464,0.0,1.0,0.0,3.0,2.0,197757.0,0.0,45.0,0.0,272.0,?,fail,,0.9900990099009901,1,fail,nevents <= 24.00,1.0,0.5071
465,1.0,1.0,0.74,5851.0,83.0,414.0,16.0,29.0,0.0,44.0,?,fail,,0.9702970297029703,1,pass,nevents > 205.00 AND nplay_video > 362.00 AND nchapters > 3.00 AND grade > 0.00,0.30836363636363634,0.0387
466,1.0,1.0,0.0,221.0,6.0,27.0,2.0,27.0,0.0,88.0,?,fail,grade <= 0.00,1.0,0.8081,fail,grade <= 0.00,0.988950276243094,0.8066
467,1.0,0.0,0.0,86.0,2.0,15.0,2.0,23.0,0.0,38.0,?,fail,,0.9603960396039604,1,fail,nevents <= 205.00,1.0,0.7476
468,1.0,1.0,0.0,192.0,4.0,18.0,2.0,17.0,0.0,29.0,?,fail,,1.0,1,fail,,0.9702970297029703,1
